Name;Mass;num-amide;num-OC;num-NC;#theo;#exper;TopID;Derep+ scr;Derep+ rank;Derep-g scr;Derep-g rank;Derep scr;Derep rank;#matches;MF1;#isomers;dnp-class;SMILES1;MF2;SMILES2
MLS001148453-01!_M+H;297.107;2;0;6;0;106;5-(2-Propenyl)-1_2_3-benzenetriol_1_3-Di-Me_ether__2-O-(2S_3-dihydroxy-3-methylbutyl);0;1485;0;1485;-1;1485;1485;C14ClH20N3S;1;none;CN(C)CCN(Cc1cccs1)c2ccccn2.Cl;C16H24O5;[H]OC([H])(C([H])([H])OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1OC([H])([H])[H])C([H])([H])C([H])=C([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H]
MLS001148451-01!TRIMETHOPRIM_LACTATE_M+H;380.17;2;8;2;0;145;2-(Hydroxymethyl)-5-cyclohexene-1_2_3_4-tetrol_1-Me_ether__1'-benzoyl__3_4-di-Ac;0;1611;0;1611;-1;1611;1611;C17H24N4O6;3;none;COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.CC(O)C(=O)O;C19H22O8;[H]OC1(C([H])([H])OC(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])(OC([H])([H])[H])C([H])=C([H])C([H])(OC(=O)C([H])([H])[H])C1([H])OC(=O)C([H])([H])[H]
MLS001148448-01!_M+H;246.092;2;0;3;1;132;Montiporic_acid_A_Me_ester;0;1219;0;1219;-1;1219;1219;C14ClH15N2;1;none;C(C1=NCCN1)c2cccc3ccccc23.Cl;C15H22O3;[H]C([H])([H])OC(=O)C([H])([H])OC([H])([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
MLS001148441-01!_M+H;433.125;3;3;4;1;145;Tentoxin_A_8S_14-Dihydro__14S-hydroxy;0;1492;0;1492;-1;1492;1492;BrC22H28NO3;1;none;CC[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3.[Br-];C22H32N4O5;[H]OC([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C1([H])N(C(=O)C([H])(N([H])C(=O)C([H])(N(C(=O)C([H])([H])N([H])C1=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
MLS001148406-01!_M+H;291.15;2;0;6;0;134;1-(4-Aminophenyl)-2-dichloroacetamido-1_3-propanediol_(R_R)-form;0;1371;0;1371;-1;1371;1371;C16ClH22N3;1;none;CN(C)CCN(Cc1ccccc1)c2ccccn2.Cl;C11Cl2H14N2O3;[H]OC([H])([H])C([H])(N([H])C(=O)C([H])(Cl)Cl)C([H])(O[H])C1=C([H])C([H])=C(N([H])[H])C([H])=C1[H]
MLS001148384-01!TERBUTALINE_SULFATE_M+H;323.104;2;3;2;0;45;Capsaicin_9''-Hydroxy;0;1554;0;1554;-1;1554;1554;C12H21NO7S;2;none;CC(C)(C)NCC(O)c1cc(O)cc(O)c1.OS(=O)(=O)O;C18H27NO4;[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C1[H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])O[H]
MLS001148260-01!25332-39-2_M+H;407.128;2;0;7;1;141;MLS002172459-01!L-165_04179558-09-1_M+H;0;1517;0;1517;-1;1517;1517;C19Cl2H23N5O;1;none;Clc1cccc(c1)N2CCN(CCCn3nc4ccccn4c3=O)CC2.Cl;C22H26O7;[H]OC(=O)C([H])([H])Oc1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])Oc2c([H])c([H])c(C(=O)C([H])([H])[H])c(O[H])c2C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
MLS001148254-01!_M+H;314.155;2;0;3;1;135;Tembamide_Ac;0;1547;0;1547;-1;1547;1547;C19ClH23N2;1;none;Cc1ccc(cc1)/C(=C\CN2CCCC2)/c3ccccn3.Cl;C18H19NO4;[H]N(C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H]
MLS001148242-01!_M+H;312.056;2;1;3;0;131;Closthioamide_H_Closthioamide_H;0;1566;0;1566;-1;1566;1566;C12Cl3H19N2O;1;none;CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1.Cl;C13H16N2O3S2;[H]OC(=O)C([H])([H])C([H])([H])N=C(S[H])C([H])([H])C([H])([H])N([H])C(=S)C1=C([H])C([H])=C(O[H])C([H])=C1[H]
MLS001148235-01!_M+H;315.139;2;2;3;1;145;Mugineic_acid_2'-Epimer;0;1539;0;1539;-1;1539;1539;C19ClH22NO;1;none;CN(C)CC/C=C/1\c2ccccc2COc3ccccc13.Cl;C12H20N2O8;[H]OC(=O)C([H])(O[H])C([H])([H])C([H])([H])N([H])C([H])(C(=O)O[H])C([H])(O[H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])C(=O)O[H]
MLS001148230-01!(+/-)-Chlorpheniramine_maleate_salt_M+H;390.135;2;2;3;0;145;1_9-Heptadecadiene-11_13-diyn-8-ol__9CI_O-L-Rhamnoside;0;1617;0;1617;-1;1617;1617;C20ClH23N2O4;2;none;CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2.OC(=O)/C=C\C(=O)O;C23H34O5;[H]OC1([H])C([H])(OC([H])(C([H])=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H])OC([H])(C([H])([H])[H])C([H])(O[H])C1([H])O[H]
MLS001148213-01!_M+H;300.139;2;0;6;1;142;Arginine__INN__USAN_N2-E-Cinnamoyl;0;1473;0;1473;-1;1473;1473;C18ClH21N2;1;none;CN1CCN2C(C1)c3ccccc3Cc4ccccc24.Cl;C15H20N4O3;[H]OC(=O)C([H])(N([H])C(=O)C([H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H]
MLS001148211-01!_M+H;393.207;3;3;3;0;133;Fortimicin_KE_5-Deoxy__6'-N-Me__1-N-(aminoacetyl);0;1572;0;1572;-1;1572;1572;C22ClH32NO3;2;none;CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2.Cl;C17H35N5O5;[H]OC1([H])C([H])(OC2([H])OC([H])(C([H])([H])N([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])N([H])[H])C([H])(N([H])[H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])N(C(=O)C([H])([H])N([H])[H])C([H])([H])[H]
MLS001148196-01!(+/-)-Brompheniramine_maleate_salt_M+H;434.084;2;2;3;0;140;5-(Methylthio)pentyl_glucosinolate_5-(Methylthio)pentyl_glucosinolate;0;1503;0;1503;-1;1503;1503;BrC20H23N2O4;3;none;CN(C)CCC(c1ccc(Br)cc1)c2ccccn2.OC(=O)/C=C\C(=O)O;C13H25NO9S3;[H]OC([H])([H])C1([H])OC([H])(SC(=NOS(=O)(=O)O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])SC([H])([H])[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
MLS001148185-01!_M+H;377.176;2;3;2;0;107;Dothideopyrone_C_Dothideopyrone_C;0;1562;0;1562;-1;1562;1562;C21ClH28NO3;1;none;CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2.Cl;C21H30O6;[H]OC([H])(C1=C([H])C(OC([H])([H])[H])=C(C(=O)O1)C([H])([H])OC([H])([H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
MLS001148181-01!Pheniramine_maleate_salt_M+H;356.174;2;2;3;0;107;2-Amino-3-(2_4_5-trihydroxyphenyl)propanoic_acid_Tri-Me_ether__N-benzoyl;0;1684;0;1684;-1;1684;1684;C20H24N2O4;11;none;CN(C)CCC(c1ccccc1)c2ccccn2.OC(=O)/C=C\C(=O)O;C19H21NO6;[H]OC(=O)C([H])(N([H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C1OC([H])([H])[H]
MLS001148180-01!ANTAZOLINE_PHOSPHATE_M+H;363.135;2;0;6;1;113;3_8_10-Trihydroxyundecanoic_acid_8-O-(3_6-Dideoxy-Ô±-L-arabino-hexopyranoside);0;1584;0;1584;-1;1584;1584;C17H22N3O4P;1;none;C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3.OP(=O)(O)O;C17H32O8;[H]OC(=O)C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(OC1([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])([H])C1([H])O[H])C([H])([H])C([H])(O[H])C([H])([H])[H]
MLS001148177-01!_M+H;474.159;3;5;4;1;145;m-Trigallic_acid_m-Trigallic_acid;0;1311;0;1311;-1;1311;1311;C19F6H24N2O5;1;none;FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2.CC(=O)O;C21H14O13;[H]OC(=O)C1=C([H])C(O[H])=C(O[H])C(OC(=O)C2=C([H])C(O[H])=C(O[H])C(OC(=O)C3=C([H])C(O[H])=C(O[H])C(O[H])=C3[H])=C2[H])=C1[H]
MLS001148169-01!_M+H;431.11;3;3;4;1;145;1-Hydroxymethylpyrrolizidine_O-[Ô±-L-Rhamnopyranosyl-(Šæê4)-4-hydroxy-E-cinnamoyl];0;1483;0;1483;-1;1483;1483;BrC22H26NO3;1;none;C[N+]1(CCC2CC1)CC2OC(=O)C(O)(c3ccccc3)c4ccccc4.[Br-];C23H31NO7;[H]OC1([H])C([H])(OC2=C([H])C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C3([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C34[H])C([H])=C2[H])OC([H])(C([H])([H])[H])C([H])(O[H])C1([H])O[H]
MLS001148168-01!BUTETHAMATE_CITRATE_M+H;455.216;3;6;3;0;122;12-Seco-14-deoxyparsonsianine_Me_ester;0;1381;0;1381;-1;1381;1381;C22H33NO9;5;none;CCC(C(=O)OCCN(CC)CC)c1ccccc1.OC(=O)CC(O)(CC(=O)O)C(=O)O;C22H35NO9;[H]OC([H])(C([H])([H])[H])C(O[H])(C(=O)OC([H])([H])C1=C([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])(OC(=O)C(O[H])(C([H])([H])C(=O)OC([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C12[H])C([H])([H])C([H])([H])[H]
MLS001148155-01!_M+H;410.17;2;0;3;1;145;14_20-Tricosadiene-3_5_10_12_22-pentayne-1_2-diol__9CI_1-O-Sulfate;0;1506;0;1506;-1;1506;1506;C20H30N2O3S2;1;none;CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34.CS(=O)(=O)O;C23H24O5S;[H]OC([H])(C#CC#CC([H])([H])C([H])([H])C([H])([H])C#CC#CC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C#C[H])C([H])([H])OS(=O)(=O)O[H]
MLS001148146-01!_M+H;346.116;2;5;2;8;64;Pseudomonine_3'-Hydroxy;0;1623;0;1623;0;654;1623;C17H18N2O6;4;none;CO/C(=C\1/C(C(=C(C)N=C1C)C(=O)OC)c2ccccc2[N+](=O)[O-])/O;C16H18N4O5;[H]OC1=C([H])C([H])=C([H])C(C(=O)N([H])C2([H])C(=O)N(OC2([H])C([H])([H])[H])C([H])([H])C([H])([H])C2=C([H])N=C([H])N2[H])=C1O[H]
MLS001148144-01!_M+H;586.299;1;14;0;6;96;Ariakemicin_A_Ariakemicin_A;0;906;0;906;-1;906;906;C29H46O12;3;none;C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)C4CC[C@]3(O)C2)C6COC(=O)C6)[C@H](O)[C@H](O)[C@H]1O;C32H38N4O7;[H]OC(=N[H])C1=C(OC(=N1)C([H])([H])C([H])=C(C([H])=C([H])N([H])C(=O)C([H])([H])C([H])=C([H])C([H])=C(C([H])=C([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)C1=C([H])C(O[H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
MLS001148141-01!N-ACETYLPROCAINAMIDE_HYDROCHLORIDE_M+H;313.156;4;0;7;0;125;2-Amino-6-(1_2_3_4_5-pentahydroxypentyl)-4(1H)-pteridinone_2-Amino-6-(1_2_3_4_5-pentahydroxypentyl)-4(1H)-pteridinone;0;1549;0;1549;-1;1549;1549;C15ClH24N3O2;1;none;CCN(CC)CCNC(=O)c1ccc(NC(=O)C)cc1.Cl;C11H15N5O6;[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C1=NC2=C(N=C1[H])N([H])C(=N[H])N([H])C2=O
MLS001148140-01!3-Tropanylindole-3-carboxylate_hydrochloride_M+H;320.129;3;2;3;1;113;8-Methyl-8-azabicyclo[3.2.1]octan-3-ol__9CI_O-(4-Hydroxy-3-methoxycinnamoyl);0;1517;0;1517;-1;1517;1517;C17ClH21N2O2;2;none;CN1C2CCC1CC(C2)OC(=O)c3c[nH]c4ccccc34.Cl;C18H23NO4;[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C([H])C(=O)OC2([H])C([H])([H])C3([H])N(C([H])([H])[H])C([H])(C([H])([H])C3([H])[H])C2([H])[H])C([H])=C1[H]
MLS001148133-01!PROCHLORPERAZINE_M+H;563.099;2;0;9;1;145;Destruxins_NVal-De-Me;0;1085;0;1085;-1;1085;1085;C22ClH30N3O6S3;1;none;CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1.O=S(CCS(=O)(O)=O)(O)=O;C29H49N5O7;[H]N1C(=O)C([H])(N(C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C([H])(OC(=O)C([H])([H])C1([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
MLS001148112-01!LOBELINE_HYDROCHLORIDE_M+H;373.181;2;1;3;1;142;Besarhanamide_B_Besarhanamide_B;0;1626;0;1626;-1;1626;1626;C22ClH28NO2;2;none;CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c3ccccc3.Cl;C21H39NO4;[H]N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C(=O)C([H])([H])[H]
MLS001148106-01!DEXAMETHASONE_21-ACETATE_M+H;434.21;2;4;0;6;145;1_9-Heptadecadiene-11_13-diyn-8-ol__9CI_8-(2-O-Acetyl-L-rhamnoside);0;1490;0;1490;0;762;1490;C24FH31O6;4;none;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C;C25H36O6;[H]OC1([H])C([H])(O[H])C([H])(OC(=O)C([H])([H])[H])C([H])(OC([H])(C([H])=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H])OC1([H])C([H])([H])[H]
MLS001148092-01!AMILORIDE_HYDROCHLORIDE_M+H;265.025;3;0;5;0;79;Obliquin_5'-Hydroxy;0;1266;0;1266;-1;1266;1266;C6Cl2H9N7O;1;none;NC(=N)NC(=O)c1nc(Cl)c(N)nc1N.Cl;C14H12O5;[H]OC([H])([H])C(=C([H])[H])C1([H])OC2=C(OC1([H])[H])C([H])=C1OC(=O)C([H])=C([H])C1=C2[H]
MLS001148081-01!IDAZOXAN_HYDROCHLORIDE_M+H;240.067;2;4;3;1;86;Pyrenochaetic_acid_C_120095_M+H;0;1215;0;1215;-1;1215;1215;C11ClH13N2O2;2;none;C1CN=C(N1)C2COc3ccccc3O2.Cl;C13H16O4;[H]OC(=O)C1=C([H])C(OC([H])([H])[H])=C(C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C(=C1[H])C([H])([H])[H]
MLS001146964-01!_M+H;334.156;2;2;5;1;128;3_4'_7'_9_9'-Pentahydroxy-4_8'-oxyneolignan_3_4'_7'_9_9'-Pentahydroxy-4_8'-oxyneolignan;0;1604;0;1604;-1;1604;1604;C17ClH23N4O;1;none;Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3.Cl;C18H22O6;[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])(O[H])C([H])(OC1=C(O[H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])O[H])C([H])([H])O[H]
MLS001146948-01!_M+H;458.998;2;0;1;0;145;Riboflavine__9CI__BAN__INN_5'-Phosphate;0;1354;0;1354;-1;1354;1354;C18Cl3H16N3O3S;1;none;Clc1ccc(CSC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1.O[N+](=O)[O-];C17H21N4O9P;[H]OC([H])(C([H])([H])OP(=O)(O[H])O[H])C([H])(O[H])C([H])(O[H])C([H])([H])N1C2=NC(=O)N([H])C(=O)C2=NC2=C1C([H])=C(C(=C2[H])C([H])([H])[H])C([H])([H])[H]
MLS001146946-01!_M+H;288.047;1;0;3;6;143;Piscidic_acid_1-Et_ester;0;1344;0;1344;-1;1344;1344;C15ClFH10N2O;1;none;Fc1ccccc1C2=NCC(=O)Nc3ccc(Cl)cc23;C13H16O7;[H]OC(=O)C([H])(O[H])C(O[H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]
MLS001146935-01!ANISOTROPINE_METHYLBROMIDE_M+H;361.162;3;2;4;1;145;1_9-Heptadecadiene-4_6-diyn-3-ol_9R_10S-Epoxide__succinoyl;0;1631;0;1631;-1;1631;1631;BrC17H32NO2;1;none;CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-];C21H28O5;[H]OC(=O)C([H])([H])C([H])([H])C(=O)OC([H])(C#CC#CC([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C([H])[H]
MLS001146922-01!Ipratropium_bromide_monohydrate_M+H;429.151;4;3;4;0;117;3-(4-Hydroxyphenyl)-2-propenoic_acid__9CI_Nonadecyl_ester;0;1501;0;1501;-1;1501;1501;BrC20H32NO4;1;none;CC(C)[N+]1(C)[C@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c3ccccc3.O.[Br-];C28H46O3;[H]OC1=C([H])C([H])=C(C([H])=C([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=C1[H]
MLS001146913-01!_M+H;302.063;4;2;7;0;87;Trichostatin_A_Trichostatin_A;0;1472;0;1472;-1;1472;1472;BrC12H19N2O2;1;none;CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-];C17H22N2O3;[H]ON=C(O[H])C([H])=C([H])C(=C([H])C([H])(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
MLS001146891-01!113-52-0_M+H;316.171;2;0;6;1;114;Tyrosine__8CI__9CI_N-Benzoyl__Et_ester;0;1509;0;1509;-1;1509;1509;C19ClH25N2;2;none;CN(C)CCCN1c2ccccc2CCc3ccccc13.Cl;C18H19NO4;[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])(N([H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)OC([H])([H])C([H])([H])[H]
MLS001146874-01!ADRENOSTERONE_M+H;300.173;1;0;0;0;103;1_7-Diphenyl-3_5-heptanediol_3-Ketone__Me_ether;0;1475;0;1475;-1;1475;1475;C19H24O3;16;none;C[C@@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]2CCC1=O;C20H24O2;[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])(OC([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
MLS001143609-01!_M+H;470.194;1;8;0;2;74;1_6_8-Trihydroxy-15-oxo-11(13)-eudesmen-12-oic_acid_8-(4-Acetoxy-3-hydroxy-2-methylenebutanoyl)__Me_ester;0;1289;0;1289;-1;1289;1289;C26H30O8;15;Terpenoids;CC1(C)O[C@H]2CC(=O)OCC23[C@H]1CC(=O)[C@]4(C)[C@@H]3CC[C@@]5(C)[C@@H](OC(=O)[C@H]6O[C@]654)c7ccoc7;C23H32O10;[H]OC([H])(C(=C([H])[H])C(=O)OC1([H])C([H])([H])C2(C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])(C([H])=O)C2([H])C([H])(O[H])C1([H])C(=C([H])[H])C(=O)OC([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H]
MLS001143525-01!_M+H;456.157;1;4;0;4;136;Kuraridin_4''_5''-Dihydro__5''-hydroxy;0;1370;0;1370;-1;1370;1370;C28H24O6;5;none;COc1cc(oc(=O)c1)C2C(C(C2c3ccccc3)c4cc(OC)cc(=O)o4)c5ccccc5;C26H32O7;[H]OC1=C([H])C(O[H])=C(C([H])=C([H])C(=O)C2=C(OC([H])([H])[H])C([H])=C(O[H])C(=C2O[H])C([H])([H])C([H])(C(=C([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H]
MLS001142787-01!_M+H;448.191;4;0;8;12;137;8-Methyl-3-hentriacontene_8-Methyl-3-hentriacontene;0;1519;0;1519;0;803;1519;C25FH25N4O3;2;none;C[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NCCc5ccccc5F;C32H64;[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
MLS001142727-01!_M+H;499.258;4;0;11;16;140;Antibiotic_A_503083F_Antibiotic_A_503083F;0;1226;0;1226;0;685;1226;C29H33N5O3;1;none;C[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)NC5CCN(Cc6ccccc6)CC5;C18H22N4O13;[H]OC(=N[H])OC1([H])C([H])(OC([H])(C([H])(OC2([H])OC(=C([H])C([H])(O[H])C2([H])O[H])C(=O)O[H])C(O[H])=N[H])C1([H])OC([H])([H])[H])N1C([H])=C([H])C(=O)N([H])C1=O
MLS001142434-01!_M+H;440.206;4;4;8;18;74;2-Amino-6_9-heptacosadiene-1_3_5-triol_2-Amino-6_9-heptacosadiene-1_3_5-triol;0;1451;0;1451;0;762;1451;C23H28N4O5;1;none;COc1ccc2[nH]c3c(CCN4C(=O)N([C@@H](C)C(=O)NCC5CCCO5)C(=O)[C@@]43C)c2c1;C27H53NO3;[H]OC([H])([H])C([H])(N([H])[H])C([H])(O[H])C([H])([H])C([H])(O[H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
MLS001142430-01!_M+H;460.211;4;2;8;16;130;O-Dealkylcyclophostin_A_O-(12-Hydroxyhexadecyl);0;1403;0;1403;0;754;1403;C26H28N4O4;3;none;COc1ccc2[nH]c3c(CCN4C(=O)N([C@@H](C)C(=O)NCc5ccc(C)cc5)C(=O)[C@@]43C)c2c1;C23H41O7P;[H]OC([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OP1(=O)OC(=C2C(=O)OC([H])([H])C2([H])C([H])([H])O1)C([H])([H])[H]
MLS001142428-01!_M+H;449.074;2;2;2;6;140;NCGC00381183-01_C26H31N3O4__M+H;0;1511;0;1511;0;788;1511;BrC23H20N3O2;1;none;Brc1cccc(c1)c2[nH]c(cc3c4ccccc4nc23)C(=O)NCC5CCCO5;C26H31N3O4;[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C1(C(=O)N([H])C2=C([H])C3=C(C([H])=C([H])C(O3)(C([H])([H])[H])C([H])([H])[H])C([H])=C12)C([H])([H])C1([H])N([H])C(=O)C2([H])N(C1=O)C([H])([H])C([H])([H])C2([H])[H]
MLS001142420-01!_M+H;436.175;4;2;8;16;75;Arginomycin_Arginomycin;0;1455;0;1455;0;751;1455;C23H24N4O5;1;none;COc1ccc2[nH]c3c(CCN4C(=O)N([C@@H](C)C(=O)NCc5ccco5)C(=O)[C@@]43C)c2c1;C18H28N8O5;[H]OC(=O)C1([H])OC([H])(C([H])=C([H])C1([H])N([H])C(=O)C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])N(C(=N[H])N([H])[H])C([H])([H])[H])N1C([H])=C([H])C(=N[H])N([H])C1=O
MLS001140999-01!4-[[[2-(6-chloro-2-oxo-4-phenylchromen-7-yl)oxyacetyl]amino]methyl]cyclohexane-1-carboxylic_acid_M+H;469.129;2;3;2;10;88;Empetrifelixin_A_Empetrifelixin_A;0;1313;0;1313;0;726;1313;C25ClH24NO6;3;none;OC(=O)[C@H]1CC[C@H](CNC(=O)COc2cc3oc(=O)cc(c4ccccc4)c3cc2Cl)CC1;C30H44O4;[H]OC1=C([H])C(OC(C([H])([H])[H])(C([H])([H])[H])C2([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C2([H])[H])=C(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C(O[H])=C1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
