Name	Mass	num-amide	num-OC	num-NC	#theo	#exper	TopID	Derep+ scr	Derep+ rank	Derep-g scr	Derep-g rank	Derep scr	Derep rank	#matches	MF1	#isomers	dnp-class	SMILES1	MF2	SMILES2	fingerprint	MFagreement	SMILES1_FP1	SMILES2_FP2
MLS000113817-01!_M+H	288.209	1.0	1.0	0.0	2.0	112.0	2_2'-Oxybisethanol__9CI_Monododecanoyl	1.0	150.0	1.0	150.0	-1.0	1356.0	1356.0	C19H28O2	22.0	none	CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O	C16H32O4	[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.39351851851851855	No	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12	CCCCCCCCCCCC(=O)OCCOCCO
MLS000069643-01!BENZOYL-BETA-ALANINE_M+H	193.074	2.0	1.0	2.0	6.0	25.0	NCGC00180701-02!4-oxo-5-phenylpentanoic_acid_M+H	1.0	69.0	1.0	69.0	1.0	17.0	1038.0	C10H11NO3	38.0	none	OC(=O)CCNC(=O)c1ccccc1	C11H12O3	[H]OC(=O)C([H])([H])C([H])([H])C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]	0.2902097902097902	No	O=C(O)CCNC(=O)c1ccccc1	O=C(O)CCC(=O)Cc1ccccc1
MLS000069531-01!Chlorthalidone_M+H	338.01300000000003	1.0	1.0	2.0	4.0	90.0	8-Bromo-8_14-heptadecadiene-4_16-diynoic_acid_8-Bromo-8_14-heptadecadiene-4_16-diynoic_acid	1.0	31.0	0.0	1607.0	-1.0	1607.0	1607.0	C14ClH11N2O4S	1.0	none	NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc32	BrC17H21O2	[H]OC(=O)C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])C(Br)=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C#C[H]	0.4765625	No	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	C#CC=CCCCCC=C(Br)CCC#CCCC(=O)O
MLS000069491-01!_M+H	312.209	1.0	1.0	0.0	2.0	114.0	Glycerol_1-alkanoates_Glycerol_1-(13S-hydroxy-2E_4E_8E-tetradecatrienoate)	1.0	159.0	1.0	159.0	-1.0	1562.0	1562.0	C21H28O2	15.0	none	CC[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]2CC[C@@]1(O)C#C	C17H28O5	[H]OC([H])([H])C([H])(OC(=O)C([H])=C([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])[H])C([H])([H])O[H]	0.32590529247910865	No	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC	CC(O)CCCC=CCCC=CC=CC(=O)OC(CO)CO
MLS000069473-01!_M+H	158.084	1.0	0.0	1.0	2.0	19.0	Imidazole__8CI__9CI_N-Benzyl	1.0	46.0	1.0	46.0	-1.0	690.0	690.0	C10H10N2	5.0	none	C(c1ccccc1)n2ccnc2	C10H10N2	[H]C1=C([H])N(C([H])=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]	1.0	Yes	c1ccc(Cn2ccnc2)cc1	c1ccc(Cn2ccnc2)cc1
MLS000069388-01!(R)-(+)-SKF-38393_HYDROCHLORIDE_M+H	291.103	2.0	2.0	2.0	1.0	134.0	3-(3_7-Dimethyl-2_6-octadienyl)-4-hydroxybenzoic_acid_Ô”5'-Isomer__7'-hydroperoxy__1-aldehyde	1.0	189.0	1.0	188.0	-1.0	1367.0	1367.0	C16ClH18NO2	3.0	none	Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O.Cl	C17H22O4	[H]OOC(C([H])=C([H])C([H])([H])C(=C([H])C([H])([H])C1=C(O[H])C([H])=C([H])C(C([H])=O)=C1[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	0.34686971235194586	No	Cl.Oc1cc2c(cc1O)C(c1ccccc1)CNCC2	CC(=CCc1cc(C=O)ccc1O)CC=CC(C)(C)OO
MLS000069369-01!RILUZOLE1744-22-5_M+H	234.007	1.0	2.0	1.0	6.0	145.0	3-Chloro-1_5-dihydroxy-4-oxo-2-(1-propenyl)-2-cyclopentene-1-carboxylic_acid__9CI_(1R_5S)-(E)-form	1.0	10.0	1.0	10.0	-1.0	1127.0	1127.0	C8F3H5N2OS	1.0	none	Nc1nc2ccc(OC(F)(F)F)cc2s1	C9ClH9O5	[H]OC(=O)C1(O[H])C(C([H])=C([H])C([H])([H])[H])=C(Cl)C(=O)C1([H])O[H]	0.3684210526315789	No	Nc1nc2ccc(OC(F)(F)F)cc2s1	CC=CC1=C(Cl)C(=O)C(O)C1(O)C(=O)O
MLS000069353-01!Thalidomide50-35-1_M+H	258.064	3.0	0.0	5.0	6.0	67.0	Ô±-Methylbiotin__8CI_Ô±-Methylbiotin__8CI	1.0	44.0	1.0	44.0	0.0	466.0	1243.0	C13H10N2O4	6.0	none	O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13	C11H18N2O3S	[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])SC([H])([H])C2([H])N([H])C(=O)N([H])C12[H]	0.39871794871794874	No	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	CC(CCCC1SCC2NC(=O)NC21)C(=O)O
MLS000060551-01!_M+H	357.194	1.0	8.0	3.0	6.0	129.0	Normetanephrine_N-(4-Hydroxy-3-methoxy-E-cinnamoyl)	1.0	126.0	0.0	1670.0	-1.0	1670.0	1670.0	C21H27NO4	9.0	none	COc1ccc(CC2N(C)CCc3cc(OC)c(OC)cc23)cc1OC	C19H21NO6	[H]OC1=C(OC([H])([H])[H])C([H])=C(C([H])=C([H])C(=O)N([H])C([H])([H])C([H])(O[H])C2=C([H])C(OC([H])([H])[H])=C(O[H])C([H])=C2[H])C([H])=C1[H]	0.484149855907781	No	COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC	COc1cc(C=CC(=O)NCC(O)c2ccc(O)c(OC)c2)ccc1O
MLS000037737-01!Sulfisoxazole127-69-5_M+H	267.068	1.0	0.0	2.0	4.0	90.0	Raspailynes_Raspailyne_B2	1.0	42.0	1.0	42.0	-1.0	1290.0	1290.0	C11H13N3O3S	1.0	none	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	C16H26O3	[H]OC([H])([H])C([H])(O[H])C([H])([H])OC([H])=C([H])C#CC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.45161290322580644	No	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C	CCCCCCCC=CC#CC=COCC(O)CO
MLS000028844-01!_M+H	234.112	1.0	4.0	1.0	6.0	132.0	2_6-Diamino-2_6-dideoxyidose_Me_glycoside__2N-Ac	1.0	95.0	1.0	94.0	-1.0	1139.0	1139.0	C11H14N4O2	3.0	none	COc1cc(C)nn1c2nc(C)cc(OC)n2	C9H18N2O5	[H]OC1([H])C([H])(O[H])C([H])(N([H])C(=O)C([H])([H])[H])C([H])(OC([H])([H])[H])OC1([H])C([H])([H])N([H])[H]	0.19823788546255505	No	COc1cc(C)nc(-n2nc(C)cc2OC)n1	COC1OC(CN)C(O)C(O)C1NC(C)=O
MLS000028628-01!_M+H	219.041	1.0	1.0	2.0	6.0	59.0	3_4-Diaminobutanoic_acid_N4-Tri-Me__N3-propanoyl	1.0	19.0	1.0	18.0	-1.0	1124.0	1124.0	C7ClH10N3O3	1.0	none	Cc1ncc([N+](=O)[O-])n1CC(O)CCl	C10H20N2O3	[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])(C([H])([H])C(O)=O)C([H])([H])[N](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	0.0	No	Cc1ncc([N+](=O)[O-])n1CC(O)CCl	
MLS000028591-01!_M+H	219.09	2.0	2.0	3.0	8.0	59.0	2_4_5-Trihydroxy-3-methoxyhexanedioic_acid_2_4_5-Trihydroxy-3-methoxyhexanedioic_acid	1.0	38.0	1.0	38.0	1.0	6.0	1129.0	C12H13NO3	14.0	none	COc1ccc(cc1)C(=O)N2CCCC2=O	C7H12O8	[H]OC(=O)C([H])(O[H])C([H])(O[H])C([H])(OC([H])([H])[H])C([H])(O[H])C(=O)O[H]	0.3309002433090024	No	COc1ccc(C(=O)N2CCCC2=O)cc1	COC(C(O)C(=O)O)C(O)C(O)C(=O)O
MLS000028531-01!TOLFENAMIC_ACID_M+H	261.056	1.0	1.0	2.0	6.0	143.0	Ascorbalamic_acid__9CI_Ascorbalamic_acid__9CI	1.0	51.0	1.0	51.0	-1.0	1194.0	1194.0	C14ClH12NO2	1.0	none	Cc1c(Cl)cccc1Nc2ccccc2C(=O)O	C9H13NO8	[H]OC(=O)C1([H])N([H])C(=O)C(O[H])(C1([H])[H])C1(O[H])OC([H])([H])C([H])(O[H])C1([H])O[H]	0.3321878579610538	No	Cc1c(Cl)cccc1Nc1ccccc1C(=O)O	O=C(O)C1CC(O)(C2(O)OCC(O)C2O)C(=O)N1
MLS000028502-01!CLOTRIMAZOLE23593-75-1_M+H	344.108	1.0	0.0	1.0	2.0	142.0	MLS000028502-01!CLOTRIMAZOLE23593-75-1_M+H	1.0	1.0	1.0	37.0	-1.0	1677.0	1677.0	C22ClH17N2	2.0	none	Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4	C22ClH17N2	[H]c1nc([H])n(c1[H])C(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1Cl	1.0	Yes	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
MLS000028483-01!1-(2-CHLOROPHENYL)-N-METHYL-N-(1-METHYLPROPYL)-3-ISOQUINOLINECARBOXAMIDE85532-75-8_M+H	352.134	2.0	0.0	3.0	6.0	145.0	NCGC00380206-01!5-chloro-3-[(1E_3E)-3_5-dimethylhepta-1_3-dienyl]-7_8-dihydroxy-7-methyl-8_8a-dihydro-1H-isochromen-6-one_M+H	1.0	57.0	1.0	56.0	0.0	720.0	1633.0	C21ClH21N2O	2.0	none	CCC(C)N(C)C(=O)c1cc2ccccc2c(n1)c3ccccc3Cl	C19ClH25O4	[H]OC1([H])C2([H])C(C([H])=C(OC2([H])[H])C([H])=C([H])C(=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])=C(Cl)C(=O)C1(O[H])C([H])([H])[H]	0.29263301500682126	No	CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1	CCC(C)C=C(C)C=CC1=CC2=C(Cl)C(=O)C(C)(O)C(O)C2CO1
MLS000028477-01!ESTRADIOL_BENZOATE_M+H	376.204	2.0	3.0	0.0	6.0	100.0	Dihydro-5-(8-hydroxyoctyl)-2(3H)-furanone_Ô_-D-Glucopyranoside	1.0	107.0	1.0	105.0	1.0	36.0	1587.0	C25H28O3	4.0	none	C[C@@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]2CC[C@@H]1O	C18H32O8	[H]OC([H])([H])C1([H])OC([H])(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])OC(=O)C([H])([H])C2([H])[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	0.3125	No	CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O	O=C1CCC(CCCCCCCCOC2OC(CO)C(O)C(O)C2O)O1
MLS000028440-01!ACEMETACIN_M+H	415.082	2.0	5.0	1.0	12.0	77.0	MLS000028440-01!ACEMETACIN_M+H	1.0	1.0	1.0	20.0	0.0	799.0	1532.0	C21ClH18NO6	1.0	none	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(=O)O)c2c1	C21ClH18NO6	[H]OC(=O)C([H])([H])OC(=O)C([H])([H])c1c(n(C(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12)C([H])([H])[H]	1.0	Yes	COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1	COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
Lincomycin_aka_(2S_4R)-N-[(1R_2R)-2-hydroxy-1-[(2R_3S_4S_5R_6R)-3_4_5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide_M+H	406.214	2.0	6.0	5.0	10.0	60.0	Threonylthreonylargininal_N-Ac	1.0	52.0	1.0	52.0	0.0	798.0	1547.0	C18H34N2O6S	3.0	none	CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@@H]2O	C16H30N6O6	[H]OC([H])(C([H])([H])[H])C([H])(N([H])C(=O)C([H])([H])[H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C([H])=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])(O[H])C([H])([H])[H]	0.4157160963244613	No	CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1	CC(=O)NC(C(=O)NC(C(=O)NC(C=O)CCCNC(=N)N)C(C)O)C(C)O
Levocetirizine_M+H	388.155	1.0	3.0	6.0	18.0	5.0	N-Ô_-Alanyltyrosine_Z-Ô_-Ala-Tyr-OH	1.0	6.0	1.0	6.0	-1.0	1634.0	1634.0	C21ClH25N2O3	5.0	none	ClC(C=C1)=CC=C1[C@@H](C2=CC=CC=C2)N(CC3)CCN3CCOCC(O)=O	C20H22N2O6	[H]OC(=O)C([H])(N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)OC([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]	0.30658105939004815	No	O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1	O=C(CCNC(=O)OCc1ccccc1)NC(Cc1ccc(O)cc1)C(=O)O
Lecirelin_M+H	1208.65	10.0	2.0	29.0	48.0	13.0	Lecirelin_M+H	1.0	1.0	1.0	17.0	0.0	99.0	155.0	C59H84N16O12	1.0	none	O=C(N[C@@H](C(N[C@@H](C(N[C@H](C(N[C@@H](C(NC(C(N1CCCC1C(NCC)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)C(C)(C)C)=O)CC2=CC=C(O)C=C2)=O)CO)[C@@H](NC([C@H](CC3=CN=CN3)NC([C@H]4NC(CC4)=O)=O)=O)CC5=CNC6=CC=CC=C65	C59H84N16O12	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]1([H])N([H])C(=O)C([H])([H])C1([H])[H])C([H])([H])C1=C([H])N=C([H])N1[H])C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])O[H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(C)(C)C	CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(C)(C)C
Kaurenic_acid_M+H	302.225	1.0	1.0	0.0	2.0	15.0	2-(1-Hydroxy-2-oxopropyl)-2-tridecenoic_acid_Me_ester	1.0	32.0	1.0	32.0	-1.0	1471.0	1471.0	C20H30O2	13.0	none	C[C@@]1(C(O)=O)CCC[C@]2(C)[C@]1([H])CC[C@]3(CC4=C)[C@@]2([H])CC[C@@H]4C3	C17H30O4	[H]OC([H])(C(=O)C([H])([H])[H])C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(=O)OC([H])([H])[H]	0.4316353887399464	No	C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3	CCCCCCCCCCC=C(C(=O)OC)C(O)C(C)=O
Ioperamide__M+H	476.223	2.0	1.0	6.0	10.0	12.0	Cordyceamide_B_Cordyceamide_B	1.0	37.0	1.0	37.0	0.0	732.0	1315.0	C29ClH33N2O2	4.0	none	CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1	C27H28N2O6	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])(N([H])C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C(=O)N([H])C([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H]	0.30418943533697634	No	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1	CC(=O)OCC(Cc1ccc(O)cc1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)c1ccccc1
Indolin_M+H	119.073	1.0	0.0	2.0	2.0	5.0	Indolin_M+H	1.0	1.0	0.0	337.0	-1.0	337.0	337.0	C8H9N	1.0	none	C1CC2=CC=CC=C2N1	C8H9N	[H]N1C2=C([H])C([H])=C([H])C([H])=C2C([H])([H])C1([H])[H]	1.0	Yes	c1ccc2c(c1)CCN2	c1ccc2c(c1)CCN2
Imazalil_M+H	296.048	1.0	2.0	4.0	12.0	17.0	Theophylline__BAN__JAN__USAN_N7-(2-Deoxy-Ô_-D-erythro-pentofuranosyl)	1.0	19.0	1.0	19.0	-1.0	1477.0	1477.0	C14Cl2H14N2O	4.0	none	ClC1=CC=C(C(CN2C=CN=C2)OCC=C)C(Cl)=C1	C12H16N4O5	[H]OC([H])([H])C1([H])OC([H])(N2C([H])=NC3=C2C(=O)N(C(=O)N3C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])O[H]	0.44868995633187775	No	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	Cn1c(=O)c2c(ncn2C2CC(O)C(CO)O2)n(C)c1=O
HMDB:HMDB11751-2503_3-Methoxybenzenepropanoic_acid_M+H	180.079	1.0	3.0	0.0	6.0	5.0	2_2'-Oxybisethanol__9CI_Mono-Et_ether__Ac	1.0	32.0	1.0	32.0	-1.0	857.0	857.0	C10H12O3	20.0	none	COC1=CC(CCC(O)=O)=CC=C1	C8H16O4	[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H]	0.3706896551724138	No	COc1cccc(CCC(=O)O)c1	CCOCCOCCOC(C)=O
HMDB:HMDB04296-2379_Acrylamide_M+H	71.0371	1.0	0.0	1.0	2.0	2.0	HMDB:HMDB04296-2379_Acrylamide_M+H	1.0	1.0	1.0	2.0	-1.0	62.0	62.0	C3H5NO	6.0	none	NC(=O)C=C	C3H5NO	[H]N([H])C(=O)C([H])=C([H])[H]	1.0	Yes	C=CC(N)=O	C=CC(N)=O
HMDB:HMDB01488-1604_Nicotinic_acid_M+H	123.03200000000001	1.0	1.0	1.0	2.0	4.0	HMDB:HMDB01488-1604_Nicotinic_acid_M+H	1.0	1.0	1.0	2.0	-1.0	332.0	332.0	C6H5NO2	8.0	none	OC(=O)C1=CN=CC=C1	C6H5NO2	[H]OC(=O)C1=C([H])N=C([H])C([H])=C1[H]	1.0	Yes	O=C(O)c1cccnc1	O=C(O)c1cccnc1
HMDB:HMDB01423-1572_Coenzyme_A_M+H	767.115	3.0	7.0	11.0	26.0	16.0	HMDB:HMDB01423-1572_Coenzyme_A_M+H	1.0	1.0	1.0	1.0	0.0	325.0	495.0	C21H36N7O16P3S	4.0	none	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS	C21H36N7O16P3S	[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H]	1.0	Yes	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS
HMDB:HMDB00517-742_L-Arginine_M+H	174.112	1.0	1.0	4.0	6.0	4.0	HMDB:HMDB03416-2292_D-Arginine_M+H	1.0	17.0	1.0	17.0	-1.0	878.0	878.0	C6H14N4O2	8.0	none	N[C@@H](CCCN=C(N)N)C(O)=O	C6H14N4O2	[H]OC(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H]	0.6875	Yes	NC(N)=NCCCC(N)C(=O)O	N=C(N)NCCCC(N)C(=O)O
HMDB:HMDB00439-640_2-Furoylglycine_M+H	169.03799999999998	2.0	3.0	2.0	6.0	2.0	HMDB:HMDB00439-640_2-Furoylglycine_M+H	1.0	1.0	1.0	3.0	1.0	3.0	799.0	C7H7NO4	10.0	none	OC(=O)CNC(=O)C1=CC=CO1	C7H7NO4	[H]OC(=O)C([H])([H])N([H])C(=O)C1=C([H])C([H])=C([H])O1	1.0	Yes	O=C(O)CNC(=O)c1ccco1	O=C(O)CNC(=O)c1ccco1
HMDB:HMDB00288-487_Uridine_5'-monophosphate_M+H	324.036	3.0	5.0	5.0	18.0	10.0	HMDB:HMDB00288-487_Uridine_5'-monophosphate_M+H	1.0	1.0	1.0	6.0	0.0	624.0	1590.0	C9H13N2O9P	5.0	none	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O	C9H13N2O9P	[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H])N1C([H])=C([H])C(=O)N([H])C1=O	1.0	Yes	O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1	O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1
HMDB:HMDB00001-3_1-Methylhistidine_M+H	169.085	1.0	1.0	5.0	12.0	5.0	4_5_6_7-Tetrahydro-1H-imidazo[4_5-c]pyridine-6-carboxylic_acid__9CI_(S)-form	1.0	21.0	1.0	21.0	-1.0	802.0	802.0	C7H11N3O2	9.0	none	CN1C=NC(C[C@H](N)C(O)=O)=C1	C7H9N3O2	[H]OC(=O)C1([H])N([H])C([H])([H])C2=C(N=C([H])N2[H])C1([H])[H]	0.4981549815498155	No	Cn1cnc(CC(N)C(=O)O)c1	O=C(O)C1Cc2nc[nH]c2CN1
Furosemide_M+H	330.00800000000004	1.0	1.0	2.0	6.0	15.0	Eudistomin_A_Ô”1'-Isomer__3'_4'-dihydro	1.0	29.0	1.0	28.0	-1.0	1682.0	1682.0	C12ClH11N2O5S	1.0	none	NS(=O)(=O)c1cc(C(O)=O)c(NCc2ccco2)cc1Cl	BrC15H12N3O	[H]OC1=C(Br)C([H])=C2N([H])C3=C(C([H])=C([H])N=C3C3=NC([H])([H])C([H])([H])C3([H])[H])C2=C1[H]	0.2740419378163413	No	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	Oc1cc2c(cc1Br)[nH]c1c(C3=NCCC3)nccc12
Formononetin_(Biochanin_B)_M+H	268.074	1.0	5.0	0.0	6.0	15.0	Fuzanine_A_3'_4'-Dihydro	1.0	70.0	1.0	70.0	-1.0	1293.0	1293.0	C16H12O4	19.0	Polcyclic_Aromatic_Natural_Products	O=C1C2=CC=C(O)C=C2OC=C1C3=CC=C(OC)C=C3	C14H21NO4	[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C1([H])OC(=O)N2C([H])([H])C([H])(O[H])C([H])=C(C([H])([H])[H])C12[H]	0.19432860717264386	No	COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1	CC1=CC(O)CN2C(=O)OC(C=CCCC(C)O)C12
Fenthion_M+H	278.02	1.0	3.0	0.0	4.0	20.0	Montiporic_acid_B_Me_ester	1.0	43.0	1.0	43.0	-1.0	1315.0	1315.0	C10H15O3PS2	1.0	none	COP(=S)(OC)Oc1ccc(SC)c(C)c1	C17H24O3	[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#CC#CC([H])([H])OC([H])([H])C(=O)OC([H])([H])[H]	0.4085106382978723	No	COP(=S)(OC)Oc1ccc(SC)c(C)c1	C=CCCCCCCCC#CC#CCOCC(=O)OC
Ethyl-4-dimethylaminobenzoate_M+H	193.11	2.0	2.0	3.0	8.0	5.0	5-Butyl-2-pyridinecarboxylic_acid__9CI_Me_ester	1.0	60.0	1.0	59.0	0.0	353.0	1027.0	C11H15NO2	32.0	none	CCOC(=O)C1=CC=C(C=C1)N(C)C	C11H15NO2	[H]C1=C(C([H])=C([H])C(=N1)C(=O)OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	0.40710382513661203	Yes	CCOC(=O)c1ccc(N(C)C)cc1	CCCCc1ccc(C(=O)OC)nc1
Ethofumesate_M+H	286.087	1.0	5.0	0.0	8.0	19.0	Piscidic_acid_Di-Me_ester	1.0	211.0	1.0	211.0	-1.0	1359.0	1359.0	C13H18O5S	2.0	none	CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C	C13H16O7	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C(O[H])(C(=O)OC([H])([H])[H])C([H])(O[H])C(=O)OC([H])([H])[H]	0.27146814404432135	No	CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C	COC(=O)C(O)C(O)(Cc1ccc(O)cc1)C(=O)OC
